"account_id","category","balance","debits","credits"
"a21vf2h0fWZlanttfGZocn9pZWxwcXBmZXNrd21panl_f2hn","Sales",0,0,0
"a21vf2h0fWZlanttfGZocn9pZWxwcXBmZXNrd21panl_f2hn","Taxes",0,0,0
"a21vf2h0fWZlanttfGZocn9pZWxwcXBmZXNrd21panl_f2hn","Wages Paid",0,0,0
"a21vf2h0fWZlanttfGZocn9pZWxwcXBmZXNrd21panl_f2hn","Overall",22634.59,328,200
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","ATM/Cash Withdrawals",-1004.95,3,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Checks",-27028.16,70,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Gasoline/Fuel",-852.7,19,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Groceries",-145.09,3,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Mortgages",0,0,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Restaurants/Dining",-246.43,9,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Sales",0,0,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Taxes",-249.93,2,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Wages Paid",0,0,0
"a21xbnpzfWdlbHl7fWZod3BlZW1tbXBmenNqYXtqfGxtaXhq","Overall",7225.57,374,36
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","ATM/Cash Withdrawals",0,0,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Checks",-370265.26,214,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Gasoline/Fuel",0,0,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Groceries",0,0,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Mortgages",0,0,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Restaurants/Dining",0,0,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Sales",0,0,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Taxes",-128354.67,9,2
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Wages Paid",0,0,0
"a21ya2Zqe2dla257aWZoaX9yZXZuentmeGd9ZWlsenB7f2hn","Overall",44611.72,391,533
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","ATM/Cash Withdrawals",-1791.75,5,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Checks",-75655.19,16,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Gasoline/Fuel",-0.6,1,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Groceries",0,0,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Mortgages",-1415.13,1,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Restaurants/Dining",0,0,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Sales",0,0,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Taxes",0,0,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Wages Paid",0,0,0
"a25xbW10f2pleHlta2Zoc2xpZWxra21maHNrZm9kfW97e3pz","Overall",50867.74,61,19
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","ATM/Cash Withdrawals",-8620,21,0
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Checks",-33602.29,41,0
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Gasoline/Fuel",-564.63,24,0
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Groceries",-1983.68,28,0
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Mortgages",0,0,0
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Restaurants/Dining",23240.45,23,30
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Sales",0,0,0
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Taxes",-5946.02,7,1
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Wages Paid",0,0,0
"a25xf3ZibmRldWt-a2ZoZHJ3ZXZpen1mdmJ7an1obH5_empo","Overall",6799.4,215,70
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","ATM/Cash Withdrawals",-120,2,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Checks",-125145.06,91,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Gasoline/Fuel",-1937.29,41,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Groceries",-68.9,2,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Mortgages",0,0,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Restaurants/Dining",-54.58,2,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Sales",0,0,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Taxes",0,0,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Wages Paid",0,0,0
"a29sbmxlb2plbW5sfGZod3JlZXZ7bWxmbXZtY21raW9pbWZz","Overall",25261.07,371,38
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","ATM/Cash Withdrawals",0,0,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Checks",-66176.29,197,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Gasoline/Fuel",-429.83,7,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Groceries",-9767.71,153,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Mortgages",0,0,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Restaurants/Dining",-4085.85,53,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Sales",0,0,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Taxes",-5383.39,4,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Wages Paid",0,0,0
"a2h-f21zaXNleXh-bGZoaHJzZXV8a25ma2FwYWp4eG1qenl0","Overall",6094.24,720,76
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","ATM/Cash Withdrawals",0,0,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Checks",-66706.86,65,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Gasoline/Fuel",0,0,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Groceries",0,0,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Mortgages",0,0,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Restaurants/Dining",0,0,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Sales",0,0,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Taxes",-6159.16,10,1
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Wages Paid",0,0,0
"a2h7cm1ybmdleG15aWZodW1oZXZqenpmaWJudm5rfXBrf3ln","Overall",11629.66,129,11
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","ATM/Cash Withdrawals",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Checks",-68842.08,30,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Gasoline/Fuel",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Groceries",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Mortgages",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Restaurants/Dining",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Sales",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Taxes",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Wages Paid",0,0,0
"a2hpfmtkaXdleW96b2ZoZXtoZWx4bGlmaXVudWl2Z3B-fXdp","Overall",47076.33,47,21
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","ATM/Cash Withdrawals",7533.64,1,26
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Checks",-43810.56,189,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Gasoline/Fuel",-867.96,30,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Groceries",-2634.86,42,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Mortgages",0,0,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Restaurants/Dining",-513.53,43,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Sales",0,0,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Taxes",0,0,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Wages Paid",0,0,0
"a2hta2ppfWJlaGtvfWZodnt0ZW15cXBmbWRpYX1me2lpcnV0","Overall",6614.32,825,415
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","ATM/Cash Withdrawals",-1042.6,2,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Checks",-47730.66,65,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Gasoline/Fuel",-17.33,1,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Groceries",0,0,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Mortgages",-3229.06,1,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Restaurants/Dining",0,0,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Sales",0,0,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Taxes",0,0,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Wages Paid",0,0,0
"a2hvcG11aWVleHtuaWZodHJoZW16a35mamZramlsaXl-cGly","Overall",7180.53,104,5
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","ATM/Cash Withdrawals",-5986,25,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Checks",-86997.07,80,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Gasoline/Fuel",-1014.31,20,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Groceries",-6318.84,55,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Mortgages",0,0,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Restaurants/Dining",-6704.82,53,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Sales",0,0,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Taxes",-57765.5,10,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Wages Paid",0,0,0
"a2l6bmRjfXZldW9wfWZoY311ZW1qbnxmZWNtcn1mbmppfGpo","Overall",43412.61,578,55
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","ATM/Cash Withdrawals",-4036.75,24,1
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Checks",0,0,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Gasoline/Fuel",0,0,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Groceries",-252.15,2,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Mortgages",0,0,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Restaurants/Dining",-238.37,16,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Sales",0,0,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Taxes",0,0,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Wages Paid",0,0,0
"a2lscmZqfmplZ2psaWZoZ31qZXZrb35mZmR8aH1qa2h_bGV0","Overall",6021.61,215,74
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","ATM/Cash Withdrawals",-5000,1,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Checks",-93375.56,58,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Gasoline/Fuel",0,0,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Groceries",-260.75,1,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Mortgages",0,0,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Restaurants/Dining",-388.95,17,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Sales",0,0,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Taxes",-9420.22,5,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Wages Paid",0,0,0
"a2lucHZhbGdlZGlvf2ZoY392ZXVua3BmdmJxaml5a2htcXV3","Overall",50564.91,226,19
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","ATM/Cash Withdrawals",-22647.09,31,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Checks",-54505.75,22,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Gasoline/Fuel",-628.74,18,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Groceries",-21041.17,44,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Mortgages",-4263.32,2,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Restaurants/Dining",-1037.22,14,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Sales",0,0,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Taxes",0,0,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Wages Paid",0,0,0
"a2lwamlqf3Rld31vfmZoZWlpZWxqbW9mbHdpZWtob21paXhn","Overall",7265.91,302,119
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","ATM/Cash Withdrawals",-2000,1,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Checks",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Gasoline/Fuel",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Groceries",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Mortgages",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Restaurants/Dining",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Sales",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Taxes",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Wages Paid",0,0,0
"a2prcW1kfXRlaGh8bGZoamthZXZ9fGpmZWd7an1naWlva3Zz","Overall",13150,41,13
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","ATM/Cash Withdrawals",-1000,1,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Checks",-10733.3,14,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Gasoline/Fuel",0,0,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Groceries",0,0,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Mortgages",0,0,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Restaurants/Dining",0,0,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Sales",0,0,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Taxes",0,0,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Wages Paid",0,0,0
"a2psf2djcHVleWlscGZod3tzZWxqfWxmZHVwcnxncHF7e3pj","Overall",9754.68,94,65
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","ATM/Cash Withdrawals",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Checks",-825,2,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Gasoline/Fuel",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Groceries",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Mortgages",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Restaurants/Dining",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Sales",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Taxes",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Wages Paid",0,0,0
"a2ptfWx1fWFlbGlufGZoZ291ZXVuanBmbGV_c3tnbmh9emRj","Overall",23236.99,5,6
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","ATM/Cash Withdrawals",-22.5,1,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Checks",-6288.79,6,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Gasoline/Fuel",-119.27,4,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Groceries",-662.27,4,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Mortgages",0,0,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Restaurants/Dining",-28.12,1,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Sales",0,0,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Taxes",0,0,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Wages Paid",0,0,0
"a2puamt1bnRlZGhtfWZoZ3x1ZXV9aHtmdWlxZnBncG97a2pq","Overall",6494.54,82,11
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","ATM/Cash Withdrawals",5308,11,2
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Checks",-87186.45,121,0
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Gasoline/Fuel",-573.11,10,0
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Groceries",-835.19,24,0
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Mortgages",0,0,0
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Restaurants/Dining",934.89,141,1
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Sales",0,0,0
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Taxes",-200,4,0
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Wages Paid",0,0,0
"a2txbGlob3Vlemd5fGZoYm9nZWxqbX9mbHJxZ3F3eXBwcG1m","Overall",90923.04,923,86
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","ATM/Cash Withdrawals",0,0,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Checks",-190303.66,108,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Gasoline/Fuel",0,0,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Groceries",0,0,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Mortgages",0,0,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Restaurants/Dining",0,0,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Sales",0,0,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Taxes",-9546,3,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Wages Paid",0,0,0
"a2tycXVqfXRlbWxxb2Zoc3JzZXZ8e3FmZHdscn11aHBwaWxk","Overall",11703.8,301,131
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","ATM/Cash Withdrawals",-26306.69,8,1
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Checks",-3175,6,0
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Gasoline/Fuel",-71.6,2,0
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Groceries",0,0,0
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Mortgages",0,0,0
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Restaurants/Dining",0,0,0
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Sales",0,0,0
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Taxes",0,0,0
"a2x_bGtlcGFlZGxrcmZoZ31qZXVweW5md3NwdWh5bmtramh2","Wages Paid",0,0,0
